# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Aug 2026
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2026-04).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
6  3 -0.0964387  0.0240118  0.0577637 -0.0475418 -0.0331916  0.0320282 -0.0001344 -0.0109500  0.0020333 -0.0228278  0.0024302 -0.0145130  0.0161673 -0.0400203 -0.0074800  0.0046228 -0.0003934 -0.0074491  0.0000034 -0.0002200  0.0023050 -0.0385678  0.0005604  0.0138174 -0.0135913 -0.0005847 -0.0029975  0.0019981  0.0012414  0.0006779  0.0001904  0.0001618  0.0028566 -0.0005657  0.0001715  0.0003965  0.0028326  0.0003878 -0.0002650  0.0000191  0.0003790 -0.0002630 -0.0000224 -0.0000484  0.0007104  0.0018429 -0.0003286  0.0001792  0.0052502  0.0275250  0.0079951 -0.0008719  0.0106090  0.0028933  0.0009829  0.0013432  0.0071707 -0.0332790 -0.0091571  0.0019144 -0.0015300 -0.0009718  0.0000019 -0.0003736 -0.0000997 -0.0001791 -0.0000634  0.0000996  0.0008800  0.0007055 -0.0002205  0.0001198 -0.0040542  0.0025038  0.0004748 -0.0008413
7  0  0.1558922        NaN -0.3079311        NaN  0.0865120        NaN -0.0000517        NaN -0.0293660        NaN -0.3485526        NaN -0.0024115        NaN -0.1108776        NaN -0.2373144        NaN  0.0064893        NaN  0.0071719        NaN  0.0985662        NaN  0.0023914        NaN  0.0064223        NaN  0.0012866        NaN -0.0040944        NaN -0.0036902        NaN -0.0028092        NaN  0.0026704        NaN -0.0000198        NaN -0.0014748        NaN  0.0071641        NaN  0.0007877        NaN  0.0014009        NaN -0.0079642        NaN -0.0378552        NaN -0.1311049        NaN  0.0065057        NaN  0.0052607        NaN  0.0313435        NaN -0.0007237        NaN  0.0000996        NaN  0.0010644        NaN  0.0036478        NaN  0.0005903        NaN  0.0002120        NaN -0.0046276        NaN  0.0028315        NaN
7  1 -0.1526568 -0.4336352  0.0588837 -0.0063582 -0.0227821  0.0051523  0.1093527  0.0603678  0.0324513  0.7809278 -0.0474143 -0.0276470 -0.1643197  0.9078771  0.0052527 -0.0187485  0.0096144  0.0214975 -0.0508490  0.0176450 -0.1059367 -0.1793221  0.0310606  0.0013719 -0.0009972  0.0002672  0.0050527 -0.0102298  0.0016187  0.0067311 -0.0006680  0.0002370 -0.0010068  0.0004992 -0.0031311 -0.0041762  0.0016437 -0.0012078  0.0017490 -0.0088529 -0.0004306 -0.0030499  0.0003553 -0.0000565 -0.0002326  0.0020709  0.0013829  0.0002727  0.0845828  0.0373661 -0.0266416 -0.0003568  0.0011418  0.0117269 -0.0092332  0.0238324 -0.0680472 -0.0526058  0.0257397  0.0041735  0.0002944 -0.0006216 -0.0005490 -0.0001750 -0.0037655 -0.0006089  0.0001291 -0.0003866 -0.0013012  0.0000853  0.0008039 -0.0001515  0.0064544  0.0009027  0.0000974 -0.0002290
7  2 -0.1657821 -0.0251815  0.2155641 -0.1640286 -0.0425870  0.0220131  0.0031320  0.0010033 -0.0103666  0.0010705 -0.1237920  0.0609987  0.0137729 -0.0046172 -0.0140756 -0.0658707  0.0033828  0.0222475 -0.0074331 -0.0065782  0.0199668 -0.0042160  0.0691104 -0.0354138 -0.0301905  0.0104209 -0.0013217  0.0001516  0.0009986  0.0008656 -0.0005929  0.0010519  0.0024775 -0.0143281 -0.0009818 -0.0003950  0.0036358 -0.0043655  0.0000451 -0.0006992 -0.0005691  0.0005564  0.0002432  0.0000524 -0.0016277  0.0045938  0.0002545 -0.0009879 -0.0182930 -0.0077248 -0.0338764 -0.0033532  0.0078321 -0.0030073  0.0013760 -0.0004953  0.0187757  0.0057259  0.0329265 -0.0145046 -0.0003093 -0.0012904  0.0000256  0.0007468  0.0000681  0.0002207  0.0002374  0.0000686 -0.0011053  0.0001204  0.0001293 -0.0007637 -0.0096707  0.0060729  0.0008513 -0.0009845
7  3  0.0097337  0.0371892  0.0081097  0.0195410 -0.0145095 -0.0024056 -0.0013466  0.0017715  0.0422432 -0.0028486  0.0067627 -0.0077706 -0.0449100  0.0315565 -0.0097142 -0.0110163  0.0070551 -0.0055559 -0.0007438  0.0023280 -0.0406545  0.0048316 -0.0125820 -0.0058219 -0.0031764 -0.0003108 -0.0009412 -0.0012272  0.0020657 -0.0003581  0.0000084 -0.0004527  0.0015895  0.0009882  0.0006504 -0.0003589 -0.0004452  0.0000681  0.0000874 -0.0006698 -0.0011084 -0.0003884  0.0000797 -0.0000033 -0.0014588 -0.0039946 -0.0000889 -0.0005704  0.0186958  0.0000414  0.0107610  0.0033997  0.0023189  0.0002310  0.0013207  0.0016734 -0.0259423  0.0058736 -0.0137797 -0.0049432 -0.0001604  0.0008633  0.0001538  0.0003956  0.0021595 -0.0003154 -0.0000177  0.0000968  0.0008546  0.0000055 -0.0001371 -0.0003831 -0.0010692 -0.0003101 -0.0000268  0.0000372
8  0 -0.2617733        NaN -0.0855897        NaN -0.0123893        NaN -0.1086349        NaN  0.0472766        NaN  0.0118708        NaN  0.1580388        NaN  0.0311106        NaN  0.0084040        NaN  0.1401673        NaN -0.0050905        NaN  0.0099937        NaN  0.0008855        NaN  0.0083174        NaN  0.0023855        NaN  0.0015217        NaN  0.0017732        NaN  0.0034827        NaN  0.0028244        NaN  0.0042527        NaN -0.0088894        NaN -0.0003518        NaN  0.0000406        NaN -0.0012640        NaN  0.0288201        NaN  0.0041106        NaN -0.0004307        NaN  0.0810997        NaN -0.0040174        NaN  0.0026559        NaN -0.0011145        NaN  0.0010443        NaN -0.0073594        NaN  0.0000599        NaN -0.0010951        NaN -0.0006392        NaN  0.0013385        NaN  0.0009817        NaN
8  1 -0.0911877  0.0815048  0.2885431  0.2931968 -0.1810475 -0.1395259  0.0093158  0.0211051  0.0486099 -0.0188002 -0.3661482 -0.4880585  0.0176551 -0.0113741 -0.2199493 -0.5623582  0.2547532  0.2064308  0.0000808 -0.0096025 -0.0127494 -0.0070768  0.0953934  0.0395929 -0.0523730  0.0444795 -0.0011057 -0.0014629  0.0022804 -0.0003877 -0.0035579 -0.0031290  0.0034997 -0.0023004 -0.0014123 -0.0006127 -0.0007706  0.0142688  0.0002887 -0.0003535  0.0014128  0.0032020  0.0032705  0.0024546 -0.0035999  0.0063029  0.0008198 -0.0006198 -0.0078864  0.0096383 -0.0584343 -0.0301809  0.0720947  0.0888143 -0.0055125 -0.0079691 -0.0014723 -0.0048638  0.0371596  0.0003131 -0.0006516 -0.0079276 -0.0000858  0.0006310 -0.0013577  0.0018000  0.0017788  0.0015776 -0.0040996  0.0069451  0.0002352 -0.0004954 -0.0052241  0.0017186  0.0024419 -0.0016174
8  2  0.0766493  0.2317084  0.0342624 -0.0114634  0.0085755  0.0101915  0.0556222  0.0369462 -0.0533563 -0.2034783  0.0040365  0.0298266  0.1034622  0.0148944 -0.0041470  0.0187655 -0.0023118 -0.0216745 -0.0295795 -0.0039448  0.0753572  0.0517691 -0.0065160  0.0048044  0.0008928 -0.0008980 -0.0002600 -0.0069220 -0.0021282 -0.0007739  0.0000289  0.0005163 -0.0003034 -0.0007323 -0.0026492  0.0040106 -0.0002355  0.0022597 -0.0016912  0.0000826 -0.0003754 -0.0009819 -0.0001922 -0.0001429  0.0005788 -0.0019925 -0.0004214 -0.0012774 -0.0447098  0.0675429  0.0034125 -0.0092747 -0.0005648  0.0023972 -0.0089944 -0.0111325  0.0441222 -0.0312174 -0.0040451  0.0067110 -0.0001317 -0.0008140  0.0007872 -0.0006312  0.0004295 -0.0011353  0.0000250 -0.0001002  0.0023079  0.0005164 -0.0008650  0.0001761 -0.0013416  0.0049397 -0.0001822  0.0002252
8  3  0.1666399 -0.0308225 -0.0016578  0.0669921  0.0475936 -0.0143158 -0.0141201  0.0034975  0.0342457 -0.0167620 -0.0228542 -0.0310908 -0.0071170 -0.0007226 -0.0031672  0.0139070 -0.0093422  0.0098823  0.0005617 -0.0015634 -0.0172740 -0.0043337 -0.0012418  0.0328914  0.0191533 -0.0075159 -0.0001176 -0.0000008 -0.0023744 -0.0021497 -0.0002399 -0.0005101 -0.0034925 -0.0020765 -0.0005856  0.0009718 -0.0006846 -0.0019454 -0.0002552  0.0004496 -0.0003689  0.0005947  0.0000158  0.0002873  0.0010612 -0.0004641 -0.0001405  0.0003873  0.0010622  0.0190304  0.0068708 -0.0216530 -0.0144284  0.0106240  0.0051356 -0.0011621 -0.0103007 -0.0116320 -0.0030143  0.0229783  0.0000205  0.0007537 -0.0000938 -0.0004380  0.0003526 -0.0000688 -0.0000239  0.0001229  0.0008888 -0.0004701  0.0000795  0.0002753  0.0051838 -0.0037702  0.0000580  0.0006612
9  0  0.0007823        NaN -0.1544445        NaN  0.1114430        NaN  0.0130508        NaN -0.0006571        NaN -0.0925634        NaN -0.0046182        NaN -0.0724495        NaN -0.2611900        NaN  0.0064115        NaN  0.0014338        NaN -0.0059025        NaN -0.0121324        NaN -0.0003337        NaN -0.0013050        NaN -0.0020257        NaN -0.0019792        NaN -0.0026600        NaN -0.0025496        NaN -0.0000457        NaN  0.0017447        NaN  0.0060826        NaN  0.0014653        NaN  0.0008089        NaN -0.0174208        NaN -0.0210892        NaN -0.1551137        NaN  0.0064534        NaN  0.0103763        NaN -0.0064774        NaN  0.0001765        NaN  0.0003591        NaN -0.0009292        NaN  0.0037869        NaN  0.0001170        NaN  0.0001239        NaN  0.0025931        NaN  0.0041062        NaN
9  1 -0.0798765 -0.1888349  0.0532444 -0.0874040 -0.0307649  0.0257611  0.1749655 -0.0039937  0.2108204  0.3588610 -0.0182036 -0.0039131  0.0078574  0.8015636  0.0094712 -0.0034460  0.0110835  0.0050205 -0.0766906  0.0045011 -0.1285397 -0.0170722  0.0250927  0.0005845  0.0023903 -0.0027967  0.0017937 -0.0105159  0.0031680  0.0030454 -0.0008813  0.0012022 -0.0015416  0.0031388 -0.0004757  0.0008471 -0.0010010  0.0003390 -0.0000498 -0.0086647 -0.0007806 -0.0030445  0.0000986 -0.0003920  0.0015443 -0.0026043 -0.0001688 -0.0017782  0.0777809  0.0120110 -0.0203740 -0.0026549  0.0098162  0.0081798 -0.0152728  0.0169465 -0.0659987 -0.0188696  0.0199120  0.0080997 -0.0010844 -0.0003172 -0.0003272  0.0007034  0.0020606 -0.0002709  0.0001763 -0.0003807  0.0021957  0.0003866 -0.0004259 -0.0006900 -0.0024452  0.0056582 -0.0001111  0.0004173
9  2  0.1371451 -0.0284169 -0.0207106  0.0121162 -0.0422546 -0.0207090 -0.0161632  0.0035040  0.0024730 -0.0110367 -0.1185040  0.0341559  0.0033892  0.0198544 -0.0318281 -0.0911035  0.0350825  0.0225295 -0.0045915 -0.0035215 -0.0004097  0.0134281  0.0646876 -0.0178459  0.0438382 -0.0015557  0.0000761  0.0020835 -0.0024071 -0.0016217 -0.0003017  0.0008799  0.0000122 -0.0029569 -0.0005646 -0.0002717  0.0050691 -0.0027275 -0.0002088 -0.0002412  0.0005761 -0.0011987  0.0001521  0.0008268  0.0015732 -0.0028367 -0.0000750 -0.0005920  0.0148004  0.0104924 -0.0261901 -0.0311340 -0.0095973  0.0040889  0.0041771 -0.0023227 -0.0120525 -0.0012202  0.0273527  0.0089573  0.0022364  0.0068173  0.0001037  0.0004971 -0.0000996 -0.0004839  0.0003274  0.0001994  0.0002567 -0.0026672 -0.0000359 -0.0004903  0.0118586 -0.0073362  0.0000929 -0.0013206
9  3 -0.0231885  0.0259143  0.0009121 -0.0331820 -0.0187104  0.0105393 -0.0005122 -0.0061373  0.0453872  0.0020824 -0.0053102  0.0095016 -0.0504193  0.0487676  0.0033369 -0.0037338  0.0100772 -0.0061328 -0.0014871  0.0007934 -0.0476921  0.0006071  0.0068369 -0.0025650  0.0028892  0.0008866  0.0014629 -0.0031131  0.0024333 -0.0005449 -0.0003945  0.0002953 -0.0026140 -0.0018845  0.0002957  0.0009093  0.0004898 -0.0021068 -0.0001713  0.0000243 -0.0012031  0.0002958  0.0002266 -0.0000440  0.0017380  0.0019014 -0.0003449 -0.0004275  0.0252889  0.0104937 -0.0030426  0.0016287  0.0033021 -0.0007860 -0.0004235  0.0029283 -0.0235451 -0.0047824  0.0023075 -0.0031892  0.0002300 -0.0003847  0.0000911  0.0002674 -0.0027004 -0.0000499 -0.0000192 -0.0000925 -0.0005876 -0.0010059 -0.0002619 -0.0002783 -0.0002005  0.0001541 -0.0002516 -0.0002350
10 0 -0.1289648        NaN -0.0800593        NaN -0.0067005        NaN -0.1353197        NaN -0.0497806        NaN -0.0009545        NaN  0.0780392        NaN  0.0113574        NaN  0.0005426        NaN  0.1770560        NaN  0.0329521        NaN -0.0013867        NaN  0.0000504        NaN  0.0094873        NaN  0.0033557        NaN  0.0011313        NaN  0.0004923        NaN  0.0007330        NaN -0.0000602        NaN  0.0012096        NaN -0.0103687        NaN -0.0000432        NaN  0.0014878        NaN -0.0011931        NaN  0.0074122        NaN  0.0070336        NaN -0.0030163        NaN  0.1009567        NaN  0.0097588        NaN -0.0034288        NaN -0.0005728        NaN  0.0007386        NaN -0.0053391        NaN  0.0000965        NaN  0.0025349        NaN -0.0010696        NaN -0.0030192        NaN  0.0003717        NaN
10 1 -0.0346107 -0.0475708 -0.0424246  0.0254248 -0.2315016  0.0905299 -0.0119113 -0.0005873 -0.0035097 -0.0080700 -0.2506149 -0.1637090 -0.0078816  0.0366782 -0.2125607 -0.5090799  0.0112497 -0.0770588 -0.0013546 -0.0049056  0.0032094 -0.0096547  0.0588690 -0.0443853  0.0678225 -0.0201368  0.0032908  0.0022209 -0.0034304  0.0002062 -0.0019133 -0.0007978  0.0010094 -0.0074463 -0.0006889 -0.0008431  0.0073171  0.0107599  0.0006090  0.0005151 -0.0017639 -0.0035061  0.0027603  0.0022127 -0.0020524  0.0017480  0.0011659  0.0006087  0.0176919  0.0286942 -0.0285400  0.0136616 -0.0106247 -0.0066154 -0.0046956 -0.0046008 -0.0108362 -0.0209760  0.0106390 -0.0307475  0.0053801  0.0024316 -0.0003257 -0.0006865  0.0014584 -0.0019978  0.0014497  0.0012427  0.0013177 -0.0036450  0.0003800  0.0007706  0.0061696 -0.0010494 -0.0004063 -0.0032946
10 2  0.0991691  0.1883362 -0.0356662 -0.0498703  0.0054702  0.0087689  0.0679793  0.0382022 -0.0569686 -0.1672313  0.0085821  0.0270874  0.0977578 -0.0152200  0.0009908  0.0342057 -0.0017315 -0.0108145 -0.0441552 -0.0058191  0.0720832 -0.0058418 -0.0048667  0.0121035 -0.0010986 -0.0019083  0.0024861 -0.0132869 -0.0039525  0.0022677  0.0005412 -0.0002462 -0.0005587  0.0014479 -0.0008353  0.0060875  0.0011533 -0.0015663 -0.0007042  0.0013696  0.0037696  0.0000638 -0.0002818  0.0000909  0.0020095  0.0027471  0.0001414 -0.0015153 -0.0385856  0.1000358  0.0012578 -0.0073289  0.0015438  0.0003300 -0.0137737 -0.0105600  0.0373347 -0.0684214 -0.0006487  0.0079104 -0.0013242 -0.0007781 -0.0000124 -0.0010733 -0.0003789  0.0010483 -0.0000765 -0.0002216 -0.0007646  0.0009725 -0.0002842  0.0004044  0.0044449 -0.0056842 -0.0002875  0.0001578
10 3 -0.0543706  0.0393160  0.1344831 -0.0403307 -0.0026069  0.0300463  0.0048578 -0.0002214 -0.0205480 -0.0200209 -0.0131841 -0.0236586  0.0041266 -0.0216202  0.0059436  0.0085416 -0.0055703 -0.0011855  0.0026827 -0.0009681 -0.0016751 -0.0071562 -0.0014752  0.0324356 -0.0141794  0.0097892 -0.0014140  0.0008918  0.0012733  0.0022873 -0.0007993 -0.0013370  0.0014946 -0.0024013 -0.0005427 -0.0002141  0.0031371  0.0004747  0.0002760  0.0003288  0.0009233 -0.0008883  0.0001493  0.0007144  0.0019499  0.0033501  0.0003228  0.0003651  0.0099275  0.0034214  0.0052242 -0.0185682  0.0096689 -0.0026173 -0.0015996 -0.0013738  0.0023015 -0.0123691 -0.0038154  0.0190965 -0.0026937 -0.0016917 -0.0000447 -0.0001323  0.0000541 -0.0001581 -0.0001045  0.0002810  0.0015998  0.0012023  0.0001619  0.0002207 -0.0060749  0.0041705 -0.0001407  0.0001102
11 0  0.0344843        NaN -0.3584064        NaN  0.0844814        NaN  0.0073544        NaN -0.0007811        NaN  0.1298047        NaN  0.0131194        NaN -0.0171494        NaN -0.2355759        NaN  0.0048065        NaN  0.0084057        NaN -0.0931173        NaN  0.0132000        NaN  0.0027346        NaN -0.0016780        NaN  0.0017156        NaN -0.0020643        NaN -0.0007755        NaN  0.0019758        NaN -0.0001302        NaN  0.0000312        NaN  0.0043034        NaN  0.0016252        NaN -0.0001508        NaN -0.0083594        NaN  0.0065388        NaN -0.1511168        NaN  0.0086870        NaN  0.0098036        NaN -0.0473988        NaN -0.0002445        NaN  0.0003733        NaN  0.0009380        NaN  0.0032061        NaN  0.0010972        NaN -0.0001389        NaN -0.0021793        NaN  0.0001751        NaN
11 1 -0.0255486  0.2422302 -0.0501289 -0.0125437 -0.0365092  0.0466661  0.1880587  0.0365399  0.2103066 -0.1092494  0.0136843  0.0208709  0.0681570  0.5269693  0.0310288  0.0120397  0.0122596 -0.0036298 -0.1008876  0.0197573 -0.0956302  0.1297826  0.0200515 -0.0060978 -0.0009929 -0.0019014 -0.0021578 -0.0200251 -0.0010169 -0.0000792  0.0004553  0.0003971  0.0006228  0.0003024  0.0005461  0.0072615  0.0021733  0.0005139  0.0005245 -0.0062171  0.0003505 -0.0002427 -0.0004578 -0.0003892 -0.0008398  0.0027097 -0.0009112 -0.0037201  0.0546568 -0.0165883 -0.0142275 -0.0084403  0.0093418  0.0016028 -0.0302902  0.0225185 -0.0479681  0.0091129  0.0181816  0.0107677  0.0004067 -0.0004828  0.0009286  0.0016489 -0.0034655 -0.0002423 -0.0000586 -0.0002247 -0.0011557  0.0001143 -0.0008679 -0.0016333  0.0046595  0.0002590 -0.0001632  0.0000779
11 2 -0.0464542 -0.0171657  0.1175003 -0.2230970 -0.0597168  0.0462259 -0.0118436 -0.0033156 -0.0033203  0.0025165  0.0050383  0.0648877 -0.0178017  0.0017423 -0.0342099 -0.0544136  0.0276302  0.0009025  0.0017149 -0.0011032  0.0058935  0.0013125  0.0235452  0.0011264 -0.0257642  0.0156855 -0.0018931  0.0027085  0.0021091  0.0007046  0.0011536  0.0002929 -0.0026451 -0.0144200 -0.0001380 -0.0013328  0.0013280 -0.0063370 -0.0008546 -0.0003883 -0.0010313  0.0012439 -0.0004607  0.0012388 -0.0008943  0.0050998 -0.0010442 -0.0007068 -0.0141229 -0.0116507 -0.0245105 -0.0426848  0.0121361 -0.0117982  0.0000470 -0.0024230  0.0082749  0.0095973  0.0133656  0.0246788 -0.0017597 -0.0035459  0.0010608  0.0010750  0.0007058  0.0006121  0.0001222  0.0003141 -0.0003946  0.0000720 -0.0009993 -0.0009285 -0.0140940  0.0081788  0.0009102  0.0000537
11 3 -0.0445362  0.0492205  0.0276520  0.0223669 -0.0095719  0.0072788 -0.0024093  0.0049002  0.0422416 -0.0071677 -0.0092250  0.0163307 -0.0476689  0.0530090 -0.0045169  0.0007856  0.0070784 -0.0065842 -0.0030263 -0.0019702 -0.0413314  0.0135393  0.0008626  0.0019115 -0.0021739 -0.0013260  0.0002046 -0.0013049  0.0031376  0.0000541 -0.0002707  0.0000625  0.0010405  0.0013239  0.0002311  0.0009106 -0.0013247  0.0006158  0.0001649  0.0007193 -0.0014646 -0.0006330  0.0001747 -0.0000008 -0.0019003 -0.0032717  0.0000235 -0.0001726  0.0214819 -0.0004030  0.0012913 -0.0028205  0.0018413 -0.0010407 -0.0018343  0.0005483 -0.0234890  0.0059722 -0.0027470  0.0000641  0.0002695  0.0008676 -0.0000714  0.0001659  0.0020216 -0.0004577  0.0000764 -0.0000464  0.0002740  0.0003705  0.0000389 -0.0000719 -0.0007421  0.0000755 -0.0001170  0.0000929
12 0 -0.0173674        NaN -0.0878957        NaN -0.0097802        NaN -0.0745227        NaN -0.1088262        NaN -0.0251351        NaN  0.0119781        NaN  0.0038708        NaN -0.0021703        NaN  0.1633765        NaN  0.0614676        NaN  0.0043932        NaN  0.0003553        NaN  0.0098325        NaN -0.0040956        NaN  0.0009479        NaN  0.0011620        NaN -0.0008733        NaN  0.0024052        NaN -0.0007918        NaN -0.0043576        NaN  0.0002088        NaN  0.0000554        NaN -0.0006150        NaN -0.0106664        NaN  0.0059681        NaN -0.0010820        NaN  0.0990188        NaN  0.0266366        NaN -0.0013048        NaN -0.0011715        NaN  0.0003825        NaN -0.0055446        NaN  0.0001783        NaN -0.0011065        NaN -0.0010124        NaN  0.0027164        NaN -0.0001344        NaN
12 1 -0.0279981  0.0128962 -0.0582023 -0.5041672 -0.1697635 -0.0073894  0.0109854 -0.0138031  0.0235642 -0.0049000  0.0597610  0.3083992  0.0108123 -0.0022777 -0.1149261 -0.2778471  0.2124188  0.0851721 -0.0092194  0.0019720 -0.0113498 -0.0067212 -0.0343526 -0.1549788 -0.0424857  0.0391066 -0.0007346  0.0026932  0.0028807  0.0009666  0.0029390  0.0010568 -0.0040524 -0.0103930  0.0001714 -0.0009999 -0.0032294  0.0061677  0.0003360  0.0009542  0.0028694  0.0041454 -0.0000465  0.0010720  0.0015788  0.0076142  0.0003839  0.0012173 -0.0010323  0.0138496 -0.0019780  0.0646800  0.0802976  0.0445205 -0.0069867 -0.0003727 -0.0016178 -0.0118828 -0.0167674 -0.0637509 -0.0050157 -0.0035883  0.0002569 -0.0011357 -0.0009839  0.0023800  0.0005549  0.0007435 -0.0016002  0.0052686 -0.0001957  0.0012647 -0.0063526  0.0008146  0.0010680 -0.0009745
12 2  0.1196130  0.1695683  0.0006261  0.0036410  0.0097444 -0.0008487  0.0529518  0.0328230 -0.0723489 -0.1471515  0.0041238  0.0000015  0.0677580 -0.0708341 -0.0032480  0.0393003 -0.0041993 -0.0044709 -0.0480183 -0.0053392  0.0654564 -0.0345377 -0.0132047  0.0217669 -0.0003508 -0.0005027  0.0007792 -0.0065978 -0.0016519 -0.0005610  0.0002682  0.0000947 -0.0000927  0.0000176  0.0012714  0.0049709 -0.0005236  0.0029797 -0.0004550  0.0031333 -0.0005089 -0.0014986 -0.0002927 -0.0000513  0.0000502 -0.0012874 -0.0002847 -0.0005418 -0.0295786  0.1114216  0.0072491 -0.0032215 -0.0037607 -0.0010493 -0.0093097 -0.0098833  0.0260172 -0.0757185 -0.0054865  0.0049639  0.0005091 -0.0012009 -0.0000181 -0.0015739 -0.0002043 -0.0013046 -0.0000279 -0.0001850  0.0016565  0.0010681 -0.0002356  0.0011950 -0.0027226  0.0058964  0.0001776  0.0003350
12 3  0.0521217 -0.0069272 -0.0250813  0.0517215  0.0333012 -0.0041473 -0.0134239  0.0001472 -0.0059316 -0.0154392 -0.0045053 -0.0213577 -0.0114998 -0.0049609  0.0071306  0.0064775 -0.0115662  0.0091639  0.0052863  0.0009712 -0.0019549 -0.0052858 -0.0109761  0.0259941  0.0178552 -0.0047747  0.0002298 -0.0006440 -0.0027642 -0.0019893 -0.0014277 -0.0011558 -0.0051281 -0.0018361 -0.0008795 -0.0003427 -0.0023249 -0.0034985  0.0007024  0.0001692 -0.0007796  0.0008539  0.0001775  0.0008747  0.0016942 -0.0017726  0.0007515  0.0003683 -0.0070415  0.0195935  0.0071191 -0.0176466 -0.0096249  0.0085401  0.0008533  0.0007556 -0.0035056 -0.0123888 -0.0057989  0.0191316  0.0006581  0.0012552 -0.0004178 -0.0003923  0.0001823 -0.0000895  0.0000176  0.0002511  0.0008913 -0.0006867  0.0006435  0.0004313  0.0065573 -0.0047341  0.0002019 -0.0000088
13 0 -0.0033125        NaN -0.0587595        NaN  0.0125306        NaN  0.0236848        NaN  0.0241541        NaN  0.2613545        NaN  0.0145616        NaN  0.0266353        NaN -0.1754026        NaN -0.0027116        NaN  0.0035198        NaN -0.1322391        NaN -0.0164495        NaN  0.0000114        NaN -0.0001847        NaN  0.0047191        NaN  0.0000328        NaN  0.0009618        NaN -0.0010418        NaN -0.0004543        NaN -0.0001313        NaN  0.0021338        NaN  0.0014584        NaN -0.0012605        NaN -0.0212973        NaN  0.0035321        NaN -0.1444463        NaN  0.0089230        NaN  0.0111657        NaN -0.0550542        NaN -0.0032108        NaN  0.0007864        NaN -0.0006441        NaN  0.0026868        NaN  0.0019551        NaN -0.0007504        NaN  0.0009418        NaN  0.0005812        NaN
13 1  0.0939629  0.6192984 -0.0251993 -0.0301831 -0.0211876  0.0407950  0.1680033 -0.0148686  0.0873600 -0.4468090  0.0257514  0.0135880  0.0500604  0.1678709  0.0128994  0.0232600  0.0069634 -0.0164717 -0.0858008  0.0108875 -0.0294015  0.2190699 -0.0033942  0.0061805  0.0020614 -0.0019269 -0.0022780 -0.0134901 -0.0032628 -0.0021863  0.0007296  0.0007032 -0.0002524  0.0016127  0.0020372  0.0093212 -0.0011235  0.0018773  0.0001844 -0.0025306  0.0024195  0.0000607 -0.0006874 -0.0003849  0.0008226 -0.0012913 -0.0009863 -0.0040753  0.0150755 -0.0401061 -0.0009922 -0.0178680  0.0109217  0.0001785 -0.0315861  0.0161500 -0.0212057  0.0217434  0.0009775  0.0177662 -0.0006002 -0.0002386  0.0005675  0.0016222  0.0036741  0.0004444 -0.0002612 -0.0000542  0.0013535  0.0009654 -0.0005805 -0.0010889 -0.0031865  0.0033626  0.0002155  0.0003124
